date,treatment,time,dayofyr,drain,aglivc,stdedc,strucc.2.,metabc.2.,som1c.2.,som2c.2.,som3c,BIO_measured,SOM_measured,BIO_model,SOM_model
2019-05-19,NHAF,2019,139,0.0004,3.7306,18.1349,1465.7563,216.891,711.0264,2841.4346,4701.625,236.6537977,,21.8655,9936.7333
2019-05-22,NHAF,2019,142,0.0001,3.6572,17.9459,1466.2325,218.2428,710.9753,2841.4431,4701.6201,235.113769,,21.6031,9938.5138
2019-05-24,NHAF,2019,144,0.0001,3.6055,17.8243,1466.6179,219.2656,710.9504,2841.448,4701.6172,228.7923742,,21.4298,9939.8991
2019-05-27,NHAF,2019,147,0,3.5252,17.6467,1467.2678,220.9295,710.9225,2841.4541,4701.6138,152.2428961,,21.1719,9942.1877
2019-05-29,NHAF,2019,149,0,3.4738,17.5276,1467.6781,221.9908,710.9044,2841.4587,4701.6118,16.88088511,,21.0014,9943.6438
2019-06-01,NHAF,2019,152,0,3.396,17.3491,1468.3374,223.6637,710.8825,2841.4646,4701.6084,217.0534732,,20.7451,9945.9566
2019-06-03,NHAF,2019,154,0,3.3416,17.2303,1468.8257,224.876,710.8718,2841.4678,4701.6069,211.7304174,,20.5719,9947.6482
2019-06-06,NHAF,2019,157,0,3.2614,17.0529,1469.5637,226.6998,710.8588,2841.4724,4701.6055,199.5133547,,20.3143,9950.2002
2019-06-08,NHAF,2019,159,0,3.2098,16.9343,1470.043,227.887,710.8512,2841.4756,4701.6035,192.503258,,20.1441,9951.8603
2019-06-11,NHAF,2019,162,0,3.1337,16.7572,1470.7756,229.6908,710.8428,2841.4802,4701.6021,188.8728603,,19.8909,9954.3915
2019-06-13,NHAF,2019,164,0,3.084,16.6397,1471.2617,230.8851,710.8387,2841.4834,4701.6011,81.08091936,,19.7237,9956.07
2019-06-16,NHAF,2019,167,0,3.0095,16.4655,1472.0216,232.7352,710.8351,2841.4873,4701.5986,105.6802415,,19.475,9958.6778
2019-06-18,NHAF,2019,169,0,2.9611,16.3494,1472.5271,233.9635,710.8341,2841.49,4701.5967,91.40405291,,19.3105,9960.4114
2019-06-21,NHAF,2019,172,0,2.8904,16.1758,1473.2754,235.7813,710.8347,2841.4946,4701.5952,110.1552423,,19.0662,9962.9812
2019-06-23,NHAF,2019,174,0,2.8442,16.0605,1473.7675,236.9767,710.8364,2841.4978,4701.5942,91.40405291,,18.9047,9964.6726
2019-06-26,NHAF,2019,177,0,2.7762,15.8885,1474.5122,238.7803,710.8411,2841.5017,4701.5923,52.99638152,,18.6647,9967.2276
2019-06-28,NHAF,2019,179,0,2.7317,15.7744,1475.0233,240.0106,710.8452,2841.5046,4701.5903,68.85007207,,18.5061,9968.974
2019-07-01,NHAF,2019,182,0,2.667,15.6059,1475.7758,241.8202,710.8533,2841.5088,4701.5874,61.73822947,,18.2729,9971.5455
2019-07-03,NHAF,2019,184,0,2.6255,15.4965,1476.2542,242.9718,710.8602,2841.5117,4701.5854,82.14542565,,18.122,9973.1833
2019-07-06,NHAF,2019,187,0,2.5645,15.3334,1476.9866,244.7277,710.8718,2841.5156,4701.5825,102.9304709,,17.8979,9975.6842
2019-07-11,NHAF,2019,192,0,2.4658,15.0637,1478.2332,247.7028,710.894,2841.522,4701.5776,100.1299325,,17.5295,9979.9296
2019-07-13,NHAF,2019,194,0,2.4274,14.9566,1478.7128,248.848,710.9053,2841.5247,4701.5757,73.41256709,,17.384,9981.5665
2019-07-16,NHAF,2019,197,0,2.3708,14.7969,1479.4347,250.5678,710.9235,2841.5288,4701.5728,76.74658095,,17.1677,9984.0276
2019-07-18,NHAF,2019,199,0,2.3338,14.691,1479.9097,251.6985,710.9371,2841.5317,4701.5708,70.00362534,,17.0248,9985.6478
2019-07-21,NHAF,2019,202,0,2.2794,14.5329,1480.6125,253.3699,710.9599,2841.5361,4701.5679,102.0026911,,16.8123,9988.0463
2019-07-23,NHAF,2019,204,0,2.2437,14.4282,1481.1058,254.5374,710.9744,2841.5388,4701.5664,85.29484378,,16.6719,9989.7228
2019-07-26,NHAF,2019,207,0,2.1913,14.2719,1481.8464,256.2874,710.9976,2841.5432,4701.5645,90.40278509,,16.4632,9992.2391
2019-07-31,NHAF,2019,212,0,2.1066,14.0138,1483.0758,259.1866,711.0402,2841.5505,4701.5615,94.36880248,,16.1204,9996.4146
2019-08-02,NHAF,2019,214,0,2.0737,13.9114,1483.5466,260.2954,711.0604,2841.5535,4701.5596,68.85007207,,15.9851,9998.0155
2019-08-05,NHAF,2019,217,0,2.0251,13.7587,1484.2628,261.9799,711.091,2841.5576,4701.5566,30.89313482,,15.7838,10000.4479
2019-08-07,NHAF,2019,219,0,1.9934,13.6575,1484.7349,263.0886,711.1128,2841.5608,4701.5547,71.14847246,,15.6509,10002.0518
2019-08-10,NHAF,2019,222,0,1.9466,13.5068,1485.4368,264.7343,711.1472,2841.5652,4701.5518,61.73822947,,15.4534,10004.4353
2019-08-12,NHAF,2019,224,0,1.916,13.407,1485.9139,265.8513,711.1701,2841.5684,4701.5503,16.88088511,,15.323,10006.054
2019-08-15,NHAF,2019,227,0,1.871,13.2581,1486.62,267.5019,711.2068,2841.5725,4701.5474,96.31359224,,15.1291,10008.4486
2019-08-17,NHAF,2019,229,0,1.8416,13.1594,1487.0959,268.6132,711.2314,2841.5754,4701.5464,75.643365,,15.001,10010.0623
2019-08-20,NHAF,2019,232,0,1.7983,13.0124,1487.8005,270.2554,711.2709,2841.5803,4701.5439,21.69689354,,14.8107,10012.451
2019-08-22,NHAF,2019,234,0,1.77,12.915,1488.2767,271.3633,711.2972,2841.5835,4701.543,85.29484378,,14.685,10014.0637
2019-08-25,NHAF,2019,237,0,1.7284,12.7699,1488.9916,273.0249,711.3378,2841.5884,4701.5415,81.08091936,,14.4983,10016.4842
2019-08-27,NHAF,2019,239,0,1.7012,12.6737,1489.447,274.0814,711.3684,2841.5916,4701.5396,81.08091936,,14.3749,10018.028
2019-08-30,NHAF,2019,242,0,1.6611,12.5305,1490.1211,275.6409,711.417,2841.5967,4701.5366,80.00888999,,14.1916,10020.3123
2019-09-01,NHAF,2019,244,0,1.6345,12.434,1490.585,276.7061,711.4499,2841.6001,4701.5347,74.53206682,,14.0685,10021.8758
2019-09-04,NHAF,2019,247,0,5.612,12.3142,1491.2894,278.2902,711.5037,2841.6055,4701.5322,95.34431403,,17.9262,10024.221
2019-09-09,NHAF,2019,252,0,11.301,12.0972,1490.9604,277.2046,711.9441,2841.6536,4701.5166,98.23376376,,23.3982,10023.2793
2019-09-11,NHAF,2019,254,0,15.731,12.0269,1490.7164,276.5049,712.1407,2841.6758,4701.5093,100.1299325,,27.7579,10022.5471
2019-09-16,NHAF,2019,259,0,25.4368,12.4996,1491.7227,278.3701,712.313,2841.6958,4701.501,93.38697689,,37.9364,10025.6026
2019-09-19,NHAF,2019,262,0,32.3312,12.9947,1492.5337,279.7115,712.3993,2841.7058,4701.498,100.1299325,,45.3259,10027.8483
2019-09-21,NHAF,2019,264,0,36.6705,13.4233,1493.1615,280.6245,712.459,2841.7122,4701.4951,65.33582554,,50.0938,10029.4523
2019-09-26,NHAF,2019,269,0,41.7361,14.758,1494.8947,282.941,712.61,2841.729,4701.4888,118.7276656,,56.4941,10033.6635
2019-09-29,NHAF,2019,272,0,45.2526,15.6562,1495.9703,284.4492,712.6727,2841.7356,4701.4863,97.27671627,,60.9088,10036.3141
2019-10-04,NHAF,2019,277,0,49.5409,16.8264,1496.8625,285.0762,712.9871,2841.7722,4701.4751,102.0026911,,66.3673,10038.1731
2019-10-06,NHAF,2019,279,0,52.089,17.4907,1497.4908,285.9841,713.0424,2841.7786,4701.4731,94.36880248,,69.5797,10039.769
2019-10-09,NHAF,2019,282,0,55.1035,18.6301,1498.6467,287.6253,713.1021,2841.7852,4701.4712,107.4861143,,73.7336,10042.6305
2019-10-11,NHAF,2019,284,0,56.0264,19.3129,1499.2864,288.316,713.1877,2841.7959,4701.4688,125.2530383,,75.3393,10044.0548
2019-10-16,NHAF,2019,289,0,58.2561,21.267,1501.1663,290.7585,713.3122,2841.8101,4701.4648,120.3855129,,79.5231,10048.5119
2019-10-19,NHAF,2019,292,0,59.296,22.5779,1502.5319,292.625,713.3433,2841.8132,4701.4648,102.0026911,,81.8739,10051.7782
2019-10-21,NHAF,2019,294,0,59.7056,23.4688,1503.5442,293.9837,713.3608,2841.8154,4701.4648,125.2530383,,83.1744,10054.1689
2019-10-24,NHAF,2019,297,0,59.5672,24.7932,1505.0868,296.0152,713.3898,2841.8188,4701.4644,129.1932994,,84.3604,10057.775
2019-11-03,NHAF,2019,307,0,58.4742,29.0812,1510.2244,302.8844,713.4911,2841.8298,4701.4629,141.8726958,,87.5554,10069.8926
2019-11-13,NHAF,2019,317,0,65.8793,31.6165,1512.6908,303.6391,714.4962,2841.9458,4701.4399,172.2476776,,97.4958,10074.2118
2019-11-23,NHAF,2019,327,0,70.2919,34.8122,1514.6229,304.7904,715.445,2842.0632,4701.4165,211.2782814,,105.1041,10078.338
2019-11-28,NHAF,2019,332,0,68.5135,37.0822,1516.7216,307.8565,715.6006,2842.082,4701.4131,198.0382229,,105.5957,10083.6738
2019-12-08,NHAF,2019,342,0,79.0737,38.2466,1516.2095,303.0305,717.5223,2842.0237,4701.3682,236.2702538,,117.3203,10080.1542
2019-12-15,NHAF,2019,349,0,96.1242,37.0041,1512.8179,293.4665,719.4177,2841.8101,4701.3184,253.6668453,,133.1283,10068.8306
2019-12-18,NHAF,2019,352,0,104.7209,36.6626,1511.5663,289.9781,720.0791,2841.9299,4701.2979,268.3423383,,141.3835,10064.8513
2019-12-20,NHAF,2019,354,0,111.5687,36.5371,1510.8022,287.8304,720.4829,2842.01,4701.2847,260.0371492,,148.1058,10062.4102
2019-12-23,NHAF,2019,357,0,120.7486,36.7486,1509.932,285.2117,721.0134,2842.1218,4701.2666,282.5738482,,157.4972,10059.5455
2019-12-25,NHAF,2019,359,0,127.4783,36.5086,1509.0258,282.7183,721.4225,2842.2122,4701.2524,271.1144433,,163.9869,10056.6312
2019-12-30,NHAF,2019,364,0,141.0615,37.0341,1507.58,278.4384,722.2078,2842.406,4701.2217,290.028799,,178.0956,10051.8539
2016-06-23,NHBF,2016,175,0,13.9309,80.0377,1297.5813,198.0601,681.472,3049.8628,5127.8706,119.273765,,93.9686,10354.8468
2018-06-06,NHBF,2018,157,0,18.4352,113.1879,1271.1793,192.3113,659.616,3048.4446,5157.1235,188.7347076,,131.6231,10328.6747
2018-11-10,NHBF,2018,314,0,117.2045,64.6275,1287.6968,222.9928,666.7048,3045.772,5156.4995,234.5546188,,181.832,10379.6659
2018-11-13,NHBF,2018,317,0,121.8729,66.4741,1288.6901,224.5483,666.754,3045.8015,5156.4946,232.5832616,,188.347,10382.2885
2018-11-15,NHBF,2018,319,0,124.6342,67.6475,1289.3479,225.4334,666.8004,3046.0269,5156.4902,226.0142522,,192.2817,10384.0988
2018-11-28,NHBF,2018,332,0,137.7762,74.226,1292.98,229.3342,667.3006,3046.0969,5156.4448,267.4314549,,212.0022,10392.1565
2018-11-30,NHBF,2018,334,0,137.0885,75.9431,1293.8973,230.6619,667.3262,3046.085,5156.4424,261.2599549,,213.0316,10394.4128
2018-12-03,NHBF,2018,337,0,136.3669,78.6016,1295.2306,232.879,667.3442,3046.0903,5156.4409,271.0299108,,214.9685,10397.985
2018-12-08,NHBF,2018,342,0,134.6142,82.6768,1297.5958,236.2429,667.4047,3046.3381,5156.436,212.622719,,217.291,10404.0175
2018-12-15,NHBF,2018,349,0,138.1349,85.0713,1299.0458,237.0995,667.8479,3046.5457,5156.4063,270.6338119,,223.2062,10406.9452
2018-12-18,NHBF,2018,352,0,136.0546,87.3748,1300.3584,239.0372,667.8992,3046.5762,5156.4023,245.0076152,,223.4294,10410.2733
2018-12-25,NHBF,2018,359,0,140.0845,90.0719,1302.0162,240.3057,668.3592,3046.9758,5156.373,204.6370222,,230.1564,10414.0299
2018-12-28,NHBF,2018,362,0,137.7204,92.3251,1303.3618,242.2927,668.4223,3046.9683,5156.3682,171.9044406,,230.0455,10417.4133
2018-12-30,NHBF,2018,364,0,135.7609,93.9165,1304.376,243.8273,668.4467,3046.9563,5156.3672,226.0142522,,229.6774,10419.9735
2019-01-04,NHBF,2019,4,0,135.1638,95.5164,1305.3097,244.6426,668.8427,3047.6155,5156.3462,303.0401425,,230.6802,10422.7567
2019-01-09,NHBF,2019,9,0,139.4992,94.7902,1304.8572,242.4057,669.5385,3047.4854,5156.3042,304.6719301,,234.2894,10420.591
2019-01-12,NHBF,2019,12,0,139.6234,95.6957,1305.3328,242.7889,669.7713,3047.6824,5156.29,313.5321309,,235.3191,10421.8654
2019-01-14,NHBF,2019,14,0,138.2124,96.9144,1306.0442,243.8945,669.847,3047.7144,5156.2856,298.7229372,,235.1268,10423.7857
2019-01-22,NHBF,2019,22,0,140.4279,97.6958,1306.6816,242.9457,670.736,3048.1904,5156.2324,311.3598658,,238.1237,10424.7861
2019-01-29,NHBF,2019,29,0,144.6253,96.8715,1306.1606,240.1597,671.6358,3048.2097,5156.1758,312.294227,,241.4968,10422.3416
2019-02-01,NHBF,2019,32,0,149.1732,95.5771,1305.3914,237.9127,672.1006,3048.2095,5156.144,328.574801,,244.7503,10419.7582
2019-02-06,NHBF,2019,37,0,154.4842,95.2602,1303.8361,233.7548,672.8846,3048.3997,5156.0835,331.096925,,249.7444,10414.9587
2019-02-08,NHBF,2019,39,0,156.2688,95.3837,1303.2559,232.1561,673.1647,3048.2898,5156.0601,321.9546083,,251.6525,10412.9266
2019-02-16,NHBF,2019,47,0,164.1939,95.9398,1300.9749,225.8111,674.1386,3048.5933,5155.9658,258.3016564,,260.1337,10405.4837
2019-02-23,NHBF,2019,54,0.0743,169.6982,96.8206,1299.2073,220.9966,674.7619,3048.4417,5155.8853,333.3079188,,266.5188,10399.2928
2019-02-26,NHBF,2019,57,0.0255,172.1969,97.2231,1298.4602,218.9874,674.981,3048.3042,5155.8511,327.7257345,,269.42,10396.5839
2019-02-28,NHBF,2019,59,0.0125,173.6639,97.7329,1298.0647,217.8864,675.1033,3048.2144,5155.8291,329.1385056,,271.3968,10395.0979
2019-03-15,NHBF,2019,74,0.0001,178.2627,104.6912,1297.0082,214.0681,675.6979,3048.4089,5155.7026,328.2922483,,282.9539,10390.8857
2019-03-18,NHBF,2019,77,0,179.7274,105.3463,1296.4915,212.6843,675.8,3048.3127,5155.6724,334.1297059,,285.0737,10388.9609
2019-03-20,NHBF,2019,79,0,180.3592,106.0228,1296.2477,211.9904,675.8546,3048.2671,5155.6538,333.3079188,,286.382,10388.0136
2019-03-25,NHBF,2019,84,0,180.765,108.2588,1295.9022,210.8259,675.9626,3048.2192,5155.6118,332.7578521,,289.0238,10386.5217
2019-03-28,NHBF,2019,87,0,181.1446,108.8039,1295.392,209.5547,676.0235,3048.4724,5155.5825,282.5042274,,289.9485,10385.0251
2019-03-30,NHBF,2019,89,0,182.1131,108.9728,1294.9833,208.6068,676.0562,3048.3953,5155.5625,331.6523669,,291.0859,10383.6041
2019-04-04,NHBF,2019,94,0,181.7847,109.8755,1294.0604,206.5902,676.1059,3048.3987,5155.5127,141.8025866,9936.925143,291.6602,10380.6679
2019-04-07,NHBF,2019,97,0,179.859,110.1512,1293.4406,205.4168,676.1163,3048.4509,5155.4839,323.7065467,10447.61289,290.0102,10378.9085
2019-04-14,NHBF,2019,104,0,175.6019,110.5467,1292.0968,203.1976,676.0934,3048.1953,5155.4209,320.7765691,11146.94555,286.1486,10375.004
2019-04-17,NHBF,2019,107,0,173.7572,110.7324,1291.5315,202.3465,676.0674,3048.0972,5155.3955,308.5256648,10388.36656,284.4896,10373.4381
2019-04-19,NHBF,2019,109,0,172.4288,110.953,1291.2246,201.9336,676.0469,3048.0286,5155.3794,233.0782416,11676.12482,283.3818,10372.6131
2019-04-24,NHBF,2019,114,0,169.0632,111.5362,1290.5172,201.0318,675.9877,3048.2766,5155.3398,170.4834282,12235.5595,280.5994,10371.1531
2019-04-27,NHBF,2019,117,0.9437,167.3457,111.5805,1290.0431,200.3945,675.9437,3048.0488,5155.3164,239.8612012,,278.9262,10369.7465
2019-04-29,NHBF,2019,119,0.4624,166.1668,111.6434,1289.759,200.0372,675.9123,3047.9836,5155.3008,311.6718888,,277.8102,10368.9929
2019-05-02,NHBF,2019,122,0.1586,41.231,234.9396,1289.3993,199.6329,675.8644,3047.885,5155.2798,302.7119027,,276.1706,10368.0614
2019-05-04,NHBF,2019,124,0.0777,41.1458,232.7565,1289.1882,199.4225,675.8319,3047.8188,5155.2656,286.5252616,,273.9023,10367.527
2019-05-07,NHBF,2019,127,0.0267,40.9506,229.5885,1288.9315,199.2329,675.7831,3047.7278,5155.2451,285.0740145,,270.5391,10366.9204
2019-05-09,NHBF,2019,129,0.0131,40.7708,227.5515,1288.8346,199.2559,675.7529,3047.6787,5155.2329,275.3273331,,268.3223,10366.755
2019-05-12,NHBF,2019,132,0.0045,40.4357,224.5978,1288.8236,199.5553,675.7142,3047.6228,5155.2168,282.8737194,,265.0335,10366.9327
2019-05-14,NHBF,2019,134,0.0022,40.1747,222.6899,1288.88,199.8797,675.6921,3047.5952,5155.2065,266.6213797,,262.8646,10367.2535
2019-05-17,NHBF,2019,137,0.0008,39.7386,219.907,1288.9823,200.4015,675.6617,3047.5615,5155.1924,255.291128,,259.6456,10367.7994
2019-05-19,NHBF,2019,139,0.0004,39.423,218.0988,1289.0757,200.7991,675.6439,3047.5444,5155.1831,246.8411867,,257.5218,10368.2462
2019-05-22,NHBF,2019,142,0.0001,38.9174,215.4514,1289.2583,201.4762,675.6213,3047.5276,5155.1709,244.0833826,,254.3688,10369.0543
2019-05-24,NHBF,2019,144,0.0001,38.561,213.7269,1289.4281,202.0195,675.6097,3047.522,5155.1636,237.9505874,,252.2879,10369.7429
2019-05-27,NHBF,2019,147,0,38.0005,211.1973,1289.7389,202.9415,675.5968,3047.5203,5155.1523,162.4488563,,249.1978,10370.9498
2019-05-29,NHBF,2019,149,0,37.6481,209.5099,1289.9169,203.4918,675.5903,3047.5237,5155.145,0,,247.158,10371.6677
2019-06-01,NHBF,2019,152,0,37.1264,206.9691,1290.2123,204.3704,675.5837,3047.5186,5155.1338,224.4617027,,244.0955,10372.8188
2019-06-03,NHBF,2019,154,0,36.7363,205.2937,1290.4716,205.0845,675.5818,3047.522,5155.127,218.6449356,,242.03,10373.7869
2019-06-06,NHBF,2019,157,0,36.1196,202.8433,1290.9161,206.2648,675.5827,3047.5327,5155.1177,197.4812659,,238.9629,10375.414
2019-06-08,NHBF,2019,159,0,35.694,201.2445,1291.235,207.0944,675.5855,3047.543,5155.1123,190.0120207,,236.9385,10376.5702
2019-06-11,NHBF,2019,162,0,35.0405,198.8911,1291.7643,208.4394,675.5926,3047.562,5155.1045,178.8371231,,233.9316,10378.4628
2019-06-13,NHBF,2019,164,0,34.5971,197.3495,1292.1296,209.358,675.5993,3047.5771,5155.0996,93.30874254,,231.9466,10379.7636
2019-06-16,NHBF,2019,167,0,34.0349,194.9636,1292.5807,210.5186,675.6149,3047.5945,5155.0908,125.8875774,,228.9985,10381.3995
2019-06-18,NHBF,2019,169,0,33.6237,193.429,1292.9418,211.4108,675.6257,3047.6062,5155.0864,111.3870182,,227.0527,10382.6709
2019-06-21,NHBF,2019,172,0,32.9806,191.1819,1293.5232,212.8176,675.6434,3047.6289,5155.0796,127.7310603,,224.1625,10384.6927
2019-06-23,NHBF,2019,174,0,32.5423,189.7122,1293.9258,213.7761,675.6567,3047.6465,5155.0757,110.3750241,,222.2545,10386.0808
2019-06-26,NHBF,2019,177,0,31.8775,187.5422,1294.5636,215.2694,675.6777,3047.6746,5155.0703,69.25194914,,219.4197,10388.2556
2019-06-28,NHBF,2019,179,0,31.4314,186.1164,1295.0189,216.3177,675.692,3047.6931,5155.0669,89.90955021,,217.5478,10389.7886
2019-07-01,NHBF,2019,182,0,30.7671,184.0293,1295.7065,217.8899,675.715,3047.7231,5155.061,79.28546074,,214.7964,10392.0955
2019-07-03,NHBF,2019,184,0,30.3336,182.6852,1296.151,218.908,675.7316,3047.7446,5155.0571,97.73809552,,213.0188,10393.5923
2019-07-06,NHBF,2019,187,0,29.6847,180.6918,1296.8486,220.4831,675.7567,3047.7756,5155.0537,119.273765,,210.3765,10395.9177
2019-07-11,NHBF,2019,192,0,28.6098,177.4269,1298.0763,223.1995,675.7993,3047.8262,5155.0464,114.3874564,,206.0367,10399.9477
2019-07-13,NHBF,2019,194,0,28.1831,176.1396,1298.5651,224.263,675.8187,3047.8491,5155.0435,88.76125966,,204.3227,10401.5394
2019-07-16,NHBF,2019,197,0,27.5481,174.2271,1299.3137,225.8743,675.8481,3047.8838,5155.04,91.05015982,,201.7752,10403.9599
2019-07-18,NHBF,2019,199,0,27.1286,172.9636,1299.8162,226.9438,675.8688,3047.9072,5155.0371,86.44121704,,200.0922,10405.5731
2019-07-21,NHBF,2019,202,0,26.5054,171.0851,1300.575,228.5414,675.9016,3047.9441,5155.0342,114.3874564,,197.5905,10407.9963
2019-07-23,NHBF,2019,204,0,26.0943,169.8435,1301.1063,229.6525,675.9217,3047.9663,5155.0317,97.73809552,,195.9378,10409.6785
2019-07-26,NHBF,2019,207,0,25.4843,167.9971,1301.9159,231.3279,675.952,3047.9988,5155.0278,104.1735952,,193.4814,10412.2224
2019-07-31,NHBF,2019,212,0,24.4882,164.9582,1303.2899,234.1238,676.0045,3048.0479,5155.0225,106.2658975,,189.4464,10416.4886
2019-08-02,NHBF,2019,214,0,24.0994,163.7535,1303.8251,235.2089,676.0285,3048.0571,5155.02,79.28546074,,187.8529,10418.1396
2019-08-05,NHBF,2019,217,0,23.5275,161.957,1304.6384,236.8428,676.0648,3048.051,5155.0156,44.25305113,,185.4845,10420.6126
2019-08-07,NHBF,2019,219,0,23.1542,160.7659,1305.179,237.9161,676.0906,3048.0337,5155.0132,81.70423182,,183.9201,10422.2326
2019-08-10,NHBF,2019,222,0,22.6056,158.9894,1305.985,239.5015,676.1318,3048.0024,5155.0098,71.81621554,,181.595,10424.6305
2019-08-12,NHBF,2019,224,0,22.2466,157.8127,1306.5319,240.567,676.159,3047.9861,5155.0068,89.90955021,,180.0593,10426.2508
2019-08-15,NHBF,2019,227,0,21.72,156.0569,1307.3478,242.1352,676.2026,3047.9446,5155.0024,107.3024995,,177.7769,10428.6326
2019-08-17,NHBF,2019,229,0,21.3771,154.8924,1307.896,243.1779,676.2324,3047.9133,5154.9995,86.44121704,,176.2695,10430.2191
2019-08-20,NHBF,2019,232,0,20.873,153.1565,1308.7141,244.7164,676.2795,3047.8657,5154.9961,31.84608951,,174.0295,10432.5718
2019-08-22,NHBF,2019,234,0,20.5439,152.0062,1309.2656,245.7458,676.3112,3047.835,5154.9932,96.64149687,,172.5501,10434.1508
2019-08-25,NHBF,2019,237,0,20.0597,150.2921,1310.0963,247.2828,676.3597,3047.7888,5154.9893,91.05015982,,170.3518,10436.5169
2019-08-27,NHBF,2019,239,0,19.7433,149.1569,1310.6357,248.2675,676.3962,3047.7549,5154.9873,91.05015982,,168.9002,10438.0416
2019-08-30,NHBF,2019,242,0,19.2779,147.4653,1311.4387,249.7227,676.4537,3047.7024,5154.9844,89.90955021,,166.7432,10440.3019
2019-09-01,NHBF,2019,244,0,18.9685,146.3267,1311.9844,250.7172,676.4924,3047.6682,5154.9824,93.30874254,,165.2952,10441.8446
2019-09-04,NHBF,2019,247,0,20.7373,144.6175,1312.8154,252.2285,676.5529,3047.6162,5154.98,102.0553008,,165.3548,10444.193
2019-09-09,NHBF,2019,252,0,23.7008,141.3221,1312.9121,251.6143,677.0068,3047.7817,5154.958,103.1177373,,165.0229,10444.2729
2019-09-11,NHBF,2019,254,0,26.26,139.9243,1312.7054,250.844,677.2447,3047.7424,5154.9453,105.2229554,,166.1843,10443.4818
2019-09-16,NHBF,2019,259,0,31.8954,136.6749,1312.215,249.0843,677.8143,3047.6565,5154.9136,97.73809552,,168.5703,10441.6837
2019-09-19,NHBF,2019,262,0,35.8374,135.0593,1312.311,249.0312,678.0477,3047.6575,5154.9009,102.0553008,,170.8967,10441.9483
2019-09-21,NHBF,2019,264,0,38.3505,134.1416,1312.5353,249.3629,678.1687,3047.6794,5154.8936,70.53890243,,172.4921,10442.6399
2019-09-26,NHBF,2019,269,0,41.3839,132.0581,1313.198,250.3476,678.4626,3047.7612,5154.8755,117.3360111,,173.442,10444.6449
2019-09-29,NHBF,2019,272,0,43.7588,130.9814,1313.7781,251.4138,678.581,3047.8088,5154.8696,85.26925021,,174.7402,10446.4513
2019-10-04,NHBF,2019,277,0,47.5711,128.6704,1313.7502,250.7744,679.035,3048.0291,5154.8447,99.91036059,,176.2415,10446.4334
2019-10-06,NHBF,2019,279,0,50.1834,127.7408,1313.7014,250.4532,679.2196,3048.0371,5154.834,93.30874254,,177.9242,10446.2453
2019-10-09,NHBF,2019,282,0,53.6356,126.7689,1314.0181,250.8864,679.4049,3048.0752,5154.8232,104.1735952,,180.4045,10447.2078
2019-10-11,NHBF,2019,284,0,55.0912,126.1102,1314.1791,251.011,679.5475,3048.2727,5154.8154,123.0844376,,181.2014,10447.8257
2019-10-16,NHBF,2019,289,0,59.8288,124.4099,1314.4263,250.9697,679.9319,3048.335,5154.7939,117.3360111,,184.2387,10448.4568
2019-10-19,NHBF,2019,292,0,62.8219,123.9508,1315.0845,252.1144,680.0421,3048.3923,5154.7871,97.73809552,,186.7727,10450.4204
2019-10-21,NHBF,2019,294,0,64.6763,123.7611,1315.6467,253.0431,680.1039,3048.4341,5154.7842,123.0844376,,188.4374,10452.012
2019-10-24,NHBF,2019,297,0,66.2973,123.497,1316.5044,254.3248,680.2093,3048.4917,5154.7783,127.7310603,,189.7943,10454.3085
2019-10-26,NHBF,2019,299,0,67.69,123.4009,1317.1436,255.2932,680.2629,3048.5029,5154.7759,0,,191.0909,10455.9785
2019-10-31,NHBF,2019,304,0,69.9025,123.4409,1319.1033,258.1274,680.3542,3048.4475,5154.771,0,,193.3434,10460.8034
2019-11-03,NHBF,2019,307,0,70.5624,123.5631,1320.3381,260.0206,680.392,3048.491,5154.7695,142.6446649,,194.1255,10464.0112
2019-11-13,NHBF,2019,317,0,77.8585,122.1572,1322.722,261.4489,681.1391,3049.1077,5154.7368,173.313709,,200.0157,10469.1545
2019-11-23,NHBF,2019,327,0,87.9889,119.6756,1322.9086,259.0583,682.3523,3049.4963,5154.6812,215.9339007,,207.6645,10468.4967
2019-11-28,NHBF,2019,332,0,87.1899,120.3601,1324.5559,261.5013,682.5297,3049.5549,5154.6714,204.6370222,,207.55,10472.8132
2019-12-08,NHBF,2019,342,0,95.0994,118.2019,1324.6154,258.8544,683.854,3049.9954,5154.6118,245.4678598,,213.3013,10471.931
2019-12-15,NHBF,2019,349,0,108.7989,114.2929,1322.5178,252.5343,685.1419,3050.3169,5154.5439,264.9895921,,223.0918,10465.0548
2019-12-18,NHBF,2019,352,0,116.0118,112.8119,1321.7399,250.1826,685.6085,3050.2783,5154.5171,281.3909231,,228.8237,10462.3264
2019-12-20,NHBF,2019,354,0,121.8994,111.9298,1321.2637,248.7117,685.8991,3050.4395,5154.4995,271.819359,,233.8292,10460.8135
2019-12-23,NHBF,2019,357,0,130.0104,110.9611,1320.6934,246.8007,686.2999,3050.6194,5154.4741,298.0489422,,240.9715,10458.8875
2019-12-25,NHBF,2019,359,0,136.0332,109.9919,1320.1072,245.0446,686.5981,3050.5989,5154.4536,285.0740145,,246.0251,10456.8024
2019-12-30,NHBF,2019,364,0,148.3206,108.6587,1319.1952,241.9723,687.1966,3050.8247,5154.4102,305.6435595,,256.9793,10453.599
